model,prompt,test_name,cwe,tp,fp,tn,fn
gpt-5-nano,zero-shot,BenchmarkTest00876.java,CWE-328,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest00877.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00878.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00879.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00880.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00881.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00882.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00883.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00884.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00885.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00886.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00887.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00888.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00889.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00890.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00891.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00892.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00893.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00894.java,CWE-79,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00895.java,CWE-78,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00896.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00897.java,CWE-78,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00898.java,CWE-330,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest00899.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00900.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00901.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00902.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00903.java,CWE-614,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00904.java,CWE-614,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00905.java,CWE-78,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00906.java,CWE-78,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00907.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00908.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00909.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00910.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00911.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00912.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00913.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00914.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00915.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00916.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00917.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00918.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00919.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00920.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00921.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00924.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00925.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00926.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00927.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00928.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00929.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00930.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00931.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00932.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00933.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00934.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00935.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00936.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00937.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00938.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00939.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00940.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00941.java,CWE-643,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00942.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00943.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00944.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00945.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00946.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00947.java,CWE-90,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00948.java,CWE-90,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00949.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00950.java,CWE-22,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest00951.java,CWE-22,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00952.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00953.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00954.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00955.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00956.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00957.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00958.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00959.java,CWE-90,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00960.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00961.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00962.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00963.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00964.java,CWE-328,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00965.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00966.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00967.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00968.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00969.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00970.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00971.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00972.java,CWE-330,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest00973.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00974.java,CWE-330,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest00975.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00976.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00977.java,CWE-614,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest00978.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00979.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00980.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00981.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00982.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00983.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00984.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00985.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00986.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00987.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00988.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest00989.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00990.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest00996.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00997.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00998.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest00999.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01000.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01001.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01002.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01003.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01004.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01005.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01006.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01007.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01008.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01009.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01010.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01011.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01012.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01013.java,CWE-643,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01014.java,CWE-643,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01015.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01016.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01017.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01018.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01019.java,CWE-327,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01020.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01021.java,CWE-327,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01022.java,CWE-327,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01023.java,CWE-90,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01024.java,CWE-90,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01025.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01026.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01027.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01028.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01029.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01030.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01031.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01032.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01033.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01034.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01035.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01036.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01037.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01038.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01039.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01040.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01041.java,CWE-328,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01042.java,CWE-328,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01043.java,CWE-328,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01044.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01045.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01046.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01047.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01048.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01049.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01050.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01051.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01052.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01053.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01054.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01055.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01056.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01057.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01058.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01059.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01060.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01061.java,CWE-614,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01062.java,CWE-614,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01063.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01064.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01065.java,CWE-78,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01066.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01067.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01068.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01069.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01070.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01071.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01072.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01073.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01074.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01075.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01076.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01077.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01078.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01079.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01083.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01084.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01085.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01086.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01087.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01088.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01089.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01090.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01091.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01092.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01093.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01094.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01095.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01096.java,CWE-89,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01097.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01098.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01099.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01100.java,CWE-327,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01101.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01102.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01103.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01104.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01105.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01106.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01107.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01108.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01109.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01110.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01111.java,CWE-22,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01112.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01113.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01114.java,CWE-22,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01115.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01116.java,CWE-22,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01117.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01118.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01119.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01120.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01121.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01122.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01123.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01124.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01125.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01126.java,CWE-328,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01127.java,CWE-330,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01128.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01129.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01130.java,CWE-330,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01131.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01132.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01133.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01134.java,CWE-614,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01135.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01136.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01137.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01138.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01139.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01140.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01141.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01147.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01148.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01149.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01150.java,CWE-327,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01151.java,CWE-327,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01152.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01153.java,CWE-327,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01154.java,CWE-90,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01155.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01156.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01157.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01158.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01159.java,CWE-22,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01160.java,CWE-22,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01161.java,CWE-22,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01162.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01163.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01164.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01165.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01166.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01167.java,CWE-328,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01168.java,CWE-328,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01169.java,CWE-328,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01170.java,CWE-328,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01171.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01172.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01173.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01174.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01175.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01176.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01177.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01178.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01179.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01180.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01181.java,CWE-79,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01182.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01183.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01184.java,CWE-330,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01185.java,CWE-614,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01186.java,CWE-614,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01187.java,CWE-614,0,0,0,1
gpt-5-nano,zero-shot,BenchmarkTest01188.java,CWE-79,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01189.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01190.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01191.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01192.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01193.java,CWE-78,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01194.java,CWE-78,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01195.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01196.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01197.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01198.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01199.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01200.java,CWE-330,0,1,0,0
gpt-5-nano,zero-shot,BenchmarkTest01201.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01202.java,CWE-330,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01208.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01209.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01210.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01211.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01212.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01213.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01214.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01215.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01216.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01217.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01218.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01219.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01220.java,CWE-89,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01221.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01222.java,CWE-89,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01223.java,CWE-643,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01224.java,CWE-643,1,0,0,0
gpt-5-nano,zero-shot,BenchmarkTest01225.java,CWE-643,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01226.java,CWE-327,0,0,1,0
gpt-5-nano,zero-shot,BenchmarkTest01227.java,CWE-327,0,0,1,0
